title,cover_image,ean,publication_date,summary,book_format,authors
Panique Aquatique,9782810208128_C.jpg,9782810208128,28/08/2024,"Sophia passe tout son temps dans Aqualand, le parc à thème marin que son père disparu en mer et son oncle ont créé. Son monde se trouve bouleversé lorsqu'un scaphandrier un peu particulier s'introduit dans le laboratoire de recherche du parc. À sa grande surprise, Sophia découvre que la démarche et le comportement étranges de celui-ci cachent sa vraie nature : à l'intérieur de cette silhouette de métal vit en fait une bande de quatre loufoques créatures marines ! Et lorsqu'elles réalisent qu'Aqualand a évolué vers quelque chose de bien plus sombre que ce que le père de Sophia avait imaginé, celle-ci est déterminée à aider ce curieux équipage à libérer la vie marine captive du parc avant qu'il ne soit trop tard.",0x0cm,Dan Santat (Texte et illustration de)
Le Château des étoiles – Gazette n°23 – Planète des brumes,9782810208753_C.jpg,9782810208753,28/08/2024,"En route pour Vénus à la recherche d'une mystérieuse structure extraterrestre, Séraphin et ses amis s'écrasent au coeur d'un continent inexploré. Perdus dans une jungle infestée de monstres primordiaux, ils devront compter sur des alliés inattendus pour franchir la barrière de l'inconnu, affronter de nouvelles menaces, d'anciens ennemis, et découvrir enfin les secrets de la planète des brumes…",0x0cm,Alex Alice (Auteur + illustrateur)
Contes fabuleux de la nuit,9782810207954_C.jpg,9782810207954,19/06/2024,"Un héros qui se bat seul et sans être remarqué, un sage qui a tout perdu, une histoire d'amour entre un jeune homme et une kitsune venue le dévorer, une sorcière accusée de tous les maux… Au rythme de 14 récits courts, une fantaisie originale et captivante se dessine dans divers univers dépeints tout en beauté et en délicatesse. Un recueil d'histoires plein d'émotion et de tendresse.",15.2x20.7cm,"Miyako Miiya (Texte et illustration de), Cyril Coppini (Traduction de)"
La Forêt magique de Hoshigahara T2,9782810207787_C.jpg,9782810207787,19/06/2024,"À Hoshigahara se trouve une forêt bien mystérieuse. La rumeur court qu'elle serait hantée par des esprits malfaisants. En réalité, dans cet endroit hors du temps, la magie opère : les animaux parlent et la nature prend des formes surnaturelles. En son sein réside également Sôichi, un jeune garçon extraordinaire. Celui-ci vit en colocation avec des esprits ayant pris possession des objets de sa maison et vient en aide aux âmes égarées.",15.1x20.9cm,"Hisae Iwaoka (Texte et illustration de), Blanche Delaborde (Traduction de)"
Petit Requin T1,9782810207763_C.jpg,9782810207763,19/06/2024,"Suivez les aventures attendrissantes d'un bébé requin dans la ville de Yauo. Observer les étoiles, manger une glace, aller au bowling, profiter de ses amis ou venir en aide aux autres animaux : tout est source de nouveauté et de jeu aux yeux de Petit Requin. Un recueil d'histoires courtes, empreintes d'une pointe de nostalgie, mais définitivement chaleureuses !",15.2x20.9cm,"Penguin Box (Texte et illustration de), Diane Durocher (Traduction de)"
Les filles en colère aiment les garçons sensibles,9782810208227_C.jpg,9782810208227,29/05/2024,"Colérique de nature, Alix perd le contrôle lorsque Lindsay, coéquipière dans son équipe de hockey, la provoque une fois de trop. Sommée de se maîtriser par son coach sous peine de ne pas pouvoir participer au camp d'été de l'équipe nationale féminine des moins de 18 ans du Canada, elle décide d'entamer un travail sur elle-même. Elle demande de l'aide à Ezra, un jeune homme de sa classe au caractère posé, passionné de théâtre. Au fur et à mesure qu'ils se fréquentent, Alix comprend que le calme d'Ezra n'est qu'une façade, et que leur relation pourrait devenir plus que de l'amitié.",18.5x25.5cm,"Fanny Soubiran (Traducteur), Faith Erin Hicks (Auteur + illustrateur)"
Verts,9782810206070_C.jpg,9782810206070,15/05/2024,"Une vague de mutation végétale semble frapper l'humanité : nouveau-nés couronnés de feuilles, retraités requinqués par une tardive montée de sève, peaux bourgeonnantes d'où poussent branches et fleurs… Alors que les villes se couvrent de vert, cet incompréhensible phénomène qui ravit les uns et suscite le rejet et la peur des autres va rapprocher un petit groupe d'enfants et d'adultes que rien ne liait. En acceptant de dépasser peurs et chagrins, tous vont réapprendre à s'ouvrir au contact les uns des autres. Une fable douce et bienveillante sur le lâcher-prise, l'acceptation du changement et l'urgence de ralentir.",21.7x28.2cm,"Patrick Lacan (Scénario de), Marion Besançon (Illustration de)"
Astrid Bromure,9782810201686_C.jpg,9782810201686,15/05/2024,"Astrid est invitée à passer les vacances en Ecosse chez son oncle Hazel. Ce dernier, inventeur, se trouve happé par sa dernière trouvaille qui est une machine à dupliquer la matière. Madame Poppyscoop, qui accompagne Astrid pour son séjour, se trouve entraînée dans le sillage de la curiosité de leur hôte, laissant la jeune fille dans une situation d'ennui ferme. Dans l'immense bibliothèque du manoir, elle met alors la main sur les carnets de voyage de son grand-père Aonghas Mac Muffin, qui traitent des personnages et créatures mythiques de la région. Elle y découvre les lutins des Terres Rousses qui aussitôt la fascinent. Proposant une expédition pour les trouver, elle rencontre des difficultés avec l'indisponibilité de son oncle, et avec le comportement étrange de Lindsay le majordome, qu'elle soupçonne de préparer un mauvais coup…",21.7x28.2cm,Fabrice Parme (Auteur + illustrateur)
Sacré Dieu,9782810200351_C.jpg,9782810200351,24/04/2024,"Dieu et les religions, sacrée
histoire… Depuis le Paléolithique, au cours des siècles, est peu à peu apparue
l'idée du sacré en réponse à l'émerveillement de l'inexplicable. De la
conceptualisation d'une entité supérieure à la multiplication des religions
établies, du simple rituel quotidien jusqu'à de véritables chamboulements
sociétaux et politiques, la notion du divin devient progressivement un élément
incontournable de la vie des hommes. Avec précision et humour, le philosophe
Frédéric Lenoir et la dessinatrice Anne-Lise Combeaud (Philocomix) nous
font découvrir l'histoire de la création des religions et des évolutions
majeures qu'elles ont provoquées au cours du temps, dû à leur place
prépondérante dans les civilisations du monde entier.",18.6x25.8cm,"Anne-Lise Combeaud (Illustratrice et Scénariste), Frédéric Lenoir (Texte de)"
LowReader,9782810203918_C.jpg,9782810203918,24/04/2024,"LowReader est une série d'anthologie d'histoires courtes de suspense, d'horreur et d'exploitation, dirigée par Run. Chaque numéro propose trois histoires complètes. Au fil des pages, Lazare le corbeau jette un regard cynique sur les histoires présentées, et fait office de fil rouge tout au long du recueil. Les récits de LowReader sont entrecoupés d'articles, de billets d'humeur, de fausses pubs… autant d'entractes destinés à donner des clés de compréhension au lecteur, de le distraire, de l'amener sur de fausses pistes, ou de faire retomber la pression avant un nouveau shot d'adrénaline. Une nouvelle littéraire illustrée sera aussi de la partie dans chaque opus… Suivez le corbeau !• Moun Lyanné par RUN & Ludovic Chesnot• Beyond the gate par Emmanuel Temps• Bark par Akeussel",17.1x25cm,"Run (Scénariste et dessinateur), Ludovic Chesnot (Texte et illustration de), Akeussel (Texte et illustration de), Emmanuel Temps (Texte et illustration de)"
Ma mamie adorée T1,9782810207916_C.jpg,9782810207916,24/04/2024,"Japon. Années 1970. Vivant une existence paisible dans la préfecture d'Akita, Ume et Koume sont inséparables. Cette grand-mère et sa petite-fille sont même les meilleures amies du monde. Elles adorent passer du temps ensemble, à jouer, à discuter, à cuisiner… et partagent ensemble les moindres instants de leur quotidien avec une bienveillance et une complicité réconfortantes. Dans cette magnifique histoire transgénérationnelle tout en couleur remplie de sagesse et bons sentiments, on prend plaisir à observer leur relation si fusionnelle tisser sous nos yeux un lien familial précieux et indéfectible.",15.2x20.8cm,"Junko Honma (Texte et illustration de), Déborah Pierret Watanabe (Traduction de)"
Le Voyage d'Ours-lune,9782810207756_C.jpg,9782810207756,24/04/2024,"Dans les confins d'une forêt japonaise insulaire vit un ours qui a été séparé de sa famille dès son plus jeune âge. Las des jours qui passent, il vit, se nourrit et se promène perpétuellement seul, jusqu'à ce qu'une corneille venue de la ville vienne lui tenir compagnie. Tous deux décident alors de faire route ensemble, le temps que le premier rejoigne ses congénères et que le second retrouve le chemin du retour. Traversant montagnes, champs et volcans, rencontrant cerfs, hiboux et sangliers, les deux voyageurs se rapprochent courageusement de leur but… mais trouveront-ils vraiment ce qu'ils cherchent ? Vivez ce périple initiatique au plus près de ces deux individus et devenez témoin de leur amitié poignante.",15.4x21cm,"Ho (Texte et illustration de), Aurélien Babet (Traduction de)"
La Forêt magique de Hoshigahara T1,9782810207749_C.jpg,9782810207749,24/04/2024,"À Hoshigahara se trouve une forêt bien mystérieuse. La rumeur court qu'elle serait hantée par des esprits malfaisants. En réalité, dans cet endroit hors du temps, la magie opère : les animaux parlent et la nature prend des formes surnaturelles. En son sein réside également Sôichi, un jeune garçon extraordinaire. Celui-ci vit en colocation avec des esprits ayant pris possession des objets de sa maison et vient en aide aux âmes égarées. Sous les branchages de cette forêt où les habitants mènent une réflexion sur leur identité se dessine un récit fantastique, poétique et tendre qui se révèlera aussi humain que déchirant.",15.3x20.8cm,"Hisae Iwaoka (Texte et illustration de), Blanche Delaborde (Traduction de)"
Le Vivant à vif,9782810202614_C.jpg,9782810202614,17/04/2024,"Salomé et Félicien, deux
collégiens particulièrement bavards, doivent préparer un exposé. Peu réjouis à l'idée de devoir travailler sur cet exercice, il
leur est distribué un sujet des plus mystérieux : « A l'aube de la
sixième extinction ». Menant des tentatives de réflexion plus vaines les
unes que les autres, ils sont bientôt épaulés par Iris, une jeune scientifique
rencontrée par le plus heureux des hasards. Celle-ci, spécialiste de sujets
environnementaux , va ouvrir les deux adolescents à l'étendue de ses
connaissances, en leur décrivant la richesse de la biodiversité et les
conséquences de l'exploitation intensive des ressource énergétique et
alimentaires. À son contact, ils vont se sensibiliser à des questions
environnementales plus que jamais d'actualité, pour devenir ensuite, à leur
échelle, les porte-paroles de l'urgence à sauver notre planète.",24x32cm,"Bruno David (Scénario de), Simon Hureau (Illustration de)"
Cadres noirs T3 : Après,9782369810896_C.jpg,9782369810896,20/03/2024,"Après plusieurs mois de détention
pour la prise d'otages qu'il a effectuée lors d'une session de recrutement,
Alain Delambre est finalement libéré. Le plan qu'il a déployé depuis sa cellule
visant à faire payer la compagnie responsable de sa situation s'étant
parfaitement déroulé, il compte aller au bout de celui-ci avec sa liberté
fraîchement regagnée. C'est sans compter le colosse auquel Alain et ses
quelques alliés s'attaquent. Séquestration de sa famille et de ses amis,
intimidation : Alain s'est lancé dans un jeu plus que dangereux dans
lequel la chance peut très vite tourner. Il ne lui reste que trop peu de temps
pour mener à bien son projet et sauver sa famille.",23.9x32cm,"Pierre Lemaitre (Scénariste), Pascal Bertho (Scénariste), Giuseppe Liotti (Illustrateur)"
Une pour toutes,9782810207015_C.jpg,9782810207015,20/03/2024,"Elle se bat à l'épée, collectionne les amants et amantes, se produit en tant que chanteuse à l'opéra de Marseille… Femme hors du temps et de tout cadre, Julie d'Aubigny – dite Julie Maupin – a traversé le XVIIe siècle avec une audace et un courage dont peu de femmes ont osé faire preuve à cette époque. Elevée à la cour de Versailles, et rapidement désireuse de vivre selon ses désirs , elle mène une vie faite de rencontres, d'étonnement et d'histoires parfois rocambolesques, mais bien réelles. Jusqu'à sa mort à l'âge de 35 ans, la liberté aura été le maître mot de son intense existence.",21.6x28.2cm,"Dominique Monféry (Auteur + illustrateur), Jean-Laurent Del Socorro (D'après l’œuvre de)"
Murmures des sous-bois,9782810207732_C.jpg,9782810207732,20/03/2024,"Au détour d'une balade avec son
chien qui l'entraîne de façon imprévue en forêt, Poppy rencontre Rob, un jeune
garçon qui semble passer son temps à observer la nature. À mesure de leurs
escapades qui se font de plus en plus nombreuses, celui-ci transmet à Poppy sa
délicate sensibilité envers la vie sauvage. Entre le langage des oiseaux, la
végétation florissante et les multiples témoignages d'activités animales,
l'émerveillement chez la jeune fille est sans cesse renouvelé. A son tour, elle
tente d'entraîner sa mère, affectée par le décès récent de sa grand-mère, dans
ses échappées enchanteresses pour tenter de lui redonner goût à la vie.",18x25.4cm,"Fanny Soubiran (Traducteur), Kengo Kurimoto (Texte et illustration de)"
La Cuisine des Ogres - Trois-fois-morte,9782810202683_C.jpg,9782810202683,13/03/2024,"A l'intérieur du mystérieux massif que l'on appelle « La Dent du Chat » vivent des ogres. Fin gourmets, leurs mets délicats se composent néanmoins d'ingrédients quelque peu inhabituels... Lorsqu'une jeune orpheline nommée Blanchette se fait capturer avec d'autres enfants pour être emmenée au cœur du cratère et servir de dîner à ses imposants habitants, le cauchemar s'installe. Hachée, mijotée, écrasée : celle qu'on surnommera ""Trois-fois-morte"" met la faucheuse au défi : grâce à son courage (et un peu de chance), elle survit à tous les dangers et obstacles qui s'imposent à elle. Avec l'aide du jeune korrigan Brèche-Dent, elle va devoir redoubler d'inventivité pour survivre à cet enfer et sauver ses amis.",24.2x32cm,"Fabien Vehlmann (Scénariste), Jean-Baptiste Andreae (Illustration de)"
Les Pestaculaires T1 : Âge tendre,9782810204229_C.jpg,9782810204229,13/03/2024,"Paris, 1888. La petite Pétronille, âgée de six ans, découvre
avec émerveillement la ville lumière. Elle vit dans le maquis de Montmartre dans
une famille d'accueil, Les Roublot. Couple de crapules, ceux-ci enseignent à la
petite fille les bases du cambriolage. La nuit, ils l'obligent à s'introduire
dans des maisons bourgeoises et, le jour, ils la laissent livrée à elle-même.
En explorant le quartier, Pétronille fait la connaissance de trois jeunes
garçons : Évariste, Félix et Eustache. Ces derniers, un peu plus âgés
qu'elle, font des acrobaties et du jonglage au son de l'orgue avant d'en
appeler à la générosité des badauds. Fascinée, Pétronille sympathise avec eux. 
Un jour, elle apprend que les Roublot et trois truands du
quartier préparent un mauvais coup : ils projettent de voler à un
inventeur, le professeur Pipolet, les plans d'une machine qu'il veut vendre à
un jeune industriel. Comprenant que les bandits ont l'intention de supprimer
l'inventeur après l'avoir dépouillé, elle décide de faire appel à ses nouveaux
amis pour empêcher ce crime d'avoir lieu…",21.6x28.2cm,"Arnaud Poitevin (Illustrateur), Régis Hautière (Auteur)"
Jusqu'ici tout va bien,9782810203857_C.jpg,9782810203857,14/02/2024,"1968, dans une petite ville de l'État de New York.  Un père
sans repères, une mère sans remède. Deux grands frères, l'un brutal, l'autre
avalé par la guerre du Vietnam. Pas assez d'argent à la maison, des petits
boulots pour se maintenir à flot. Trop de bagarres au collège. Une bibliothèque
ouverte le samedi pour s'évader. Une collection d'oiseaux éparpillée à
tous les vents. Des talents inexploités. Et une envie furieuse d'en découdre
avec la vie. Dans ce contexte sinistre mais pas dénué d'espoir, Doug s'efforce
de ne plus être ce que tout le monde semble penser qu'il est, un « voyou
maigrichon ». Grâce à Lil, alliée inattendue, il va trouver la force
d'affronter le passage de l'adolescence et l'envie de rêver à des horizons plus
radieux.",18.6x25.5cm,"Nicolas Pitz (Illustrateur), Gary D. Schmidt (D'après l’œuvre de)"
